sample_time,time_over,flight_id,aircraft_type,origin,destination,lat,lon,flight_level,route_string
2026-03-29T15:45:35Z,2026-03-29T15:45:12Z,PO00365824,B738,EPWR,LMML,51.0975,16.650555555555556,88,N0441F350 PEKOT1K PEKOT DCT DESEN DCT XENAK/N0445F360 DCT KOPRY/N0449F370 DCT OBAXU DCT NELDA N982 GZO DCT
2026-03-29T15:45:35Z,2026-03-29T15:37:55Z,PO00364222,A320,OSDI,EDDB,48.11416666666667,21.549722222222222,360,N0458F320 SULAF2 SULAF L768 FIRAS R655 KTN/N0454F330 Q538 ALE B544 TUSYR/N0454F340 UB36 KIVZE DCT POGEN UA17 REMPO UL605 BELSU UM861 BUK UL621 ODERO DCT DINRO DCT LAPKA DCT ANAVU DCT KARIL/N0449F360 DCT ABULI DCT MAKAL DCT LEGAZ/N0439F300 DCT BEFRE T204 NUKRO NUKRO1L
2026-03-29T15:45:35Z,2026-03-29T15:45:21Z,PO00359721,A320,LRSB,EGGW,47.838055555555556,19.166944444444443,340,N0431F340 ULMIN1P ULMIN DCT TIXIP DCT OLMIP DCT BUDOP DCT FOGRE DCT TEKVI DCT BERVA DCT PEPIK/N0449F380 DCT OKG DCT VELIS DCT SWALM DCT NOGRO M40 RINIS RINIS1N
2026-03-29T15:45:35Z,2026-03-29T15:39:00Z,PO00359266,BCS3,ENGM,LOWW,53.533055555555556,13.188333333333333,350,N0428F350 VIPPA DCT ESOSI DCT SONAL DCT POGAB DCT HDO DCT EVIKU DCT BITSI DCT MIKOV MIKOV8W
2026-03-29T15:45:35Z,2026-03-29T15:43:35Z,PO00351053,A321,EDDF,LKPR,49.82388888888889,9.678055555555556,212,N0414F290 SULUS6F SULUS Z650 TONSU Z35 ODOMO DCT LOMKI LOMKI8S
2026-03-29T15:45:35Z,2026-03-29T15:41:02Z,PO00353128,C525,LEGE,EDDC,47.13611111111111,12.176388888888889,380,N0375F280 BGR L110 DIBER/N0347F380 DCT NETUP DCT STP DCT RAPED DCT PIGOS DCT EKSID DCT NOSTA DCT EGHIN DCT LAGEN DCT MEBUR DCT ROBAS DCT NEVNI DCT TAGIP DCT MALUG/N0443F370 DCT OBEDI DCT LNZ DCT TIVAP/N0433F360 DCT BUDEX DCT APRAQ/N0373F250 DCT OKL DCT EVIKU/N0367F240 DCT HDO DCT
2026-03-29T15:45:35Z,2026-03-29T15:41:39Z,PO00368881,A339,LPPT,LKPR,49.937777777777775,8.125555555555556,400,N0478F340 IXIDA1N IXIDA DCT TOSDI DCT ZMR DCT NUBLO/N0466F400 DCT RONSI DCT DELOG DCT PEXOD DCT DIDIG DCT TIRAV DCT ERJAZ DCT PIWIZ DCT TSU UN858 OQQAL DCT RANUX/N0473F390 DCT VALEK DCT LIPNI DCT LIMGO DCT RUDUS DCT BOMBI DCT KOMIB/N0478F370 DCT TONSU/N0480F330 Z35 BAROB/N0471F290 Z35 RONIG/N0440F230 Z35 ODOMO DCT LOMKI
2026-03-29T15:45:35Z,2026-03-29T15:43:20Z,PO00370918,B738,LHBP,EIDW,47.62,18.074166666666667,204,N0447F360 GILEP DCT ZOLKU DCT BEGLA DCT UBUXI DCT DITIS DCT VARIK DCT KATCE DCT RAVLO Y70 SUPEL/N0448F380 Y70 OTBED L60 PENIL UL28 LELDO M145 BAGSO BAGSO4L
2026-03-29T15:45:35Z,2026-03-29T15:41:20Z,PO00372231,B738,LTFM,EHAM,46.63111111111111,21.005,340,N0449F340 TUDBU DCT ETUBA DCT APROB DCT DEGET/N0457F380 DCT BERVA DCT ODNEM DCT ELMEK/N0457F400 DCT VEXIL DCT KATCE DCT NORKU
2026-03-29T15:45:35Z,2026-03-29T15:37:36Z,PO00366416,B738,EHEH,LZIB,51.43861111111111,8.29888888888889,365,N0358F230 VELNI Y869 SUMOP L179 ERKUM/N0423F350 L179 MEVEL Z44 HMM L620 EXOBA/N0436F370 DCT NOMKA DCT TALEG L620 PIKIB DCT OMELO DCT EVIKU DCT BNO DCT ODNEM A4 BERVA
2026-03-29T15:45:35Z,2026-03-29T15:44:04Z,PO00364378,A21N,LHBP,EGGW,47.58583333333333,18.2525,205,N0444F360 GILEP DCT ZOLKU DCT BEGLA DCT FMD DCT DITIS DCT OKG DCT VELIS DCT SWALM DCT NOGRO M40 RINIS RINIS1N
2026-03-29T15:45:35Z,2026-03-29T15:44:48Z,PO00343897,E190,EHAM,LHBP,51.422777777777775,7.791666666666667,310,N0459F370 EDUPO Z739 MISGO DCT BADGO DCT SWALM DCT VELIS DCT OKG DCT PEPIK DCT NIT M748 ARFOX
2026-03-29T15:45:35Z,2026-03-29T15:41:49Z,PO00372161,E190,EPWA,LOWW,52.12777777777778,20.677222222222223,60,N0413F340 EVINA N744 TUSIN DCT MIKOV/N0327F160 MIKOV8W
2026-03-29T15:45:35Z,2026-03-29T15:45:16Z,PO00350612,A321,LROP,EDDF,46.6075,20.435,340,N0433F340 SOKRU1K SOKRU DCT OXDOC DCT BUDOP DCT PATAK DCT KATQA/N0447F360 DCT RAPET T170 GAPLA T178 KERAX KERAX5A
2026-03-29T15:45:35Z,2026-03-29T15:45:02Z,PO00371693,B38M,LIME,EPKK,47.20666666666666,13.205833333333333,350,N0407F300 OSKOR1F OSKOR DCT NESTI DCT SUMIR/N0438F340 DCT MALUG/N0444F350 DCT INGID DCT STO DCT LEDVA DCT NETIR NETIR4G
2026-03-29T15:45:35Z,2026-03-29T15:43:10Z,PO00364124,B738,LTAI,EDDL,46.935833333333335,20.906666666666666,366,N0457F360 EKNUD UQ26 TUDBU DCT APROB DCT BUDOP DCT PATAK/N0451F380 DCT ODNEM DCT RAPET DCT MASEK DCT AMETU T852 TINSA T854 DOMUX DOMUX1A
2026-03-29T15:45:35Z,2026-03-29T15:44:37Z,PO00377190,E195,EPWA,EDDM,51.931666666666665,19.807777777777776,226,N0415F340 SOXER N869 UVIVI DCT ELVOT DCT IPRUX DCT NIRGO T108 LANDU/N0296F100
2026-03-29T15:45:35Z,2026-03-29T15:35:09Z,PO00348350,A320,LFOB,LUKK,49.48305555555555,5.882777777777778,348,N0451F340 RANUX DCT VALEK DCT LIPNI UN858 LIMGO/N0448F350 DCT BITBU Z140 ODVUX DCT BOMBI DCT BOREP DCT ENITA DCT PITOK DCT KUSIS DCT UNIRA
2026-03-29T15:45:35Z,2026-03-29T15:43:56Z,PO00351423,A320,LYBE,EDDF,47.66277777777778,16.404166666666665,380,N0445F380 TISAK4Z TISAK DCT TONDO DCT GITAS DCT BEGLA DCT DITIS DCT RAPET T170 GAPLA T178 KERAX KERAX5A
2026-03-29T15:45:35Z,2026-03-29T15:36:31Z,PO00363490,A21N,LWSK,ESGG,45.4125,20.51527777777778,360,N0414F300 RAXAD DCT VAGEN DCT RAVAK DCT NEPOS DCT PELOV/N0423F320 DCT PARAK/N0432F340 DCT TPS DCT PATAK DCT BILNA/N0439F360 DCT NUDRO DCT XIDNA DCT BABEN DCT KOLOB DCT ROE DCT NILEN L617 ARQUS
2026-03-29T15:45:35Z,2026-03-29T15:45:12Z,PO00361134,A320,EGLL,EPKK,51.64138888888889,8.488888888888889,350,N0437F350 BPK7G BPK Q295 BRAIN M197 REDFA DCT TACHA DCT NOMKA/N0449F370 DCT OMELO DCT OMIFU DCT BAXEV DCT SOPAV DCT PADKA PADKA4G
